Transcripts	CT_1	CT_2	CT_3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_10845	0	0	0	0	0	0	3.93	0	4.83	0	11.34	0	10.9	0	8.7
transcript_10846	2747.43	432.21	2378.21	0	0	0	2684.32	683.11	684.33	0.74	3623.68	369.55	3672.91	35.65	1976.47
transcript_10847	753.2	2741.74	1682.92	1108.23	0	298.36	115.43	997.46	4189.73	99.67	773.02	484.56	4431.22	1675.61	1773.83
transcript_10848	8.5	0	0	1.51	0	0	1.93	0.92	5.19	2.55	0	8.24	0.14	1.23	0
transcript_10849	0	123.93	0	0	0	0	62.03	153.09	91.7	0	0	0	460.77	102.78	0
transcript_1085	232.37	126.86	199.91	79.34	140.21	106.58	42.63	61.33	63.9	56.54	31.36	10.71	83	39.33	53.47
transcript_10850	92.47	88.35	110.83	78.56	119.29	79.34	87.49	68.22	78.72	58.18	110.48	56.78	91.78	66.92	131.25
transcript_10851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10852	165.67	65.23	92.19	375.95	160.05	68.18	72.33	45.36	432.74	645.74	33.07	75.08	26.72	99.74	87.97
transcript_10853	0	13.11	4.4	1.07	5.08	0.57	0	5.24	4.31	4.96	6.54	10.67	2.8	4.55	17.51
transcript_10854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10855	66.19	0	93.36	0	0	61.59	32.1	0	0	57.84	0	0	0	0	33.17
transcript_10856	0	41.72	16.91	0	44.31	0	25.79	0	0	0	78.66	26.77	0	0	0
transcript_10857	509.01	542.1	637.85	427.54	482.17	495.05	542.1	526.96	640.81	443.17	621.81	501.93	743.07	508.07	650.99
transcript_10858	44.24	0	0	15.91	0	3.22	1.31	1.26	4.32	7.01	0.67	7.61	0	2.04	0
transcript_10859	0	1.1	0	0.37	0	0	0	0.4	0	0	0	0.38	1.61	0	0
transcript_1086	7.69	7.25	10.63	7.16	4.52	4.2	4.16	2.89	4.25	5.9	2.51	3.67	3.09	2.32	3.62
transcript_10860	2349.03	2815.73	2792.93	2331	3030.6	2815.26	2775.43	2315.98	2638.15	2118.56	2911.15	2725.08	2989.55	2757.57	2833.06
transcript_10861	1146.84	1160.76	1222.84	1086.46	1558.61	1661.21	1385.33	1265.75	1170.32	930.95	1324.66	1183.21	1616.92	1145.63	1286.41
transcript_10862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10863	195.14	314.48	284.76	292.4	250.15	280.13	238.12	207.34	255.5	165.89	225.03	314.33	201.59	201.65	190.26
transcript_10864	203.09	185.75	194.33	101.91	111.96	82.36	78.9	112.04	105.44	142.47	141.72	152.2	145.28	79.44	171.05
transcript_10865	501.56	582.07	487.31	471.36	510.34	508.16	525.75	386.95	513.4	362.71	548.06	522.69	724.7	560.12	613.1
transcript_10866	45.07	57.73	0	19.13	130.15	22.75	75.62	17.43	34.29	25.01	25.72	18.44	16.71	185.42	11.07
transcript_10867	115.8	142.75	69.15	41.19	54.96	67.06	53.08	58.71	112.25	73.49	68.97	67.55	60.62	52.6	64.99
transcript_10868	22.6	14.8	22.95	30.14	26.94	12.14	10.61	18.41	32.77	19.15	38.39	25.39	43.88	38.85	37.65
transcript_10869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.41
transcript_1087	9.21	6.65	11.79	8.98	5.84	6.47	8.03	10.35	7.06	6.11	9.62	7.85	13.66	11.35	9.69
transcript_10870	1121	1247.62	1538.29	1034.58	1393.87	915.26	988.02	1179.26	890.75	761.75	1138.56	1297.32	1115.86	1006.62	1014.23
transcript_10871	0	39.23	35.82	0	0	0	0	14.64	24.36	28.03	0	27.69	0	26.79	0
transcript_10872	64.68	2.83	2.52	22.67	0	7.57	9.72	13.55	9.82	75.11	7.67	19.7	0.71	4.66	0.61
transcript_10873	5.27	4.82	40.83	11.2	6.06	21.39	6.54	13.89	4.52	16.97	21.88	4.89	2.74	4.55	1.18
transcript_10874	0	27.75	72.61	0	0	13.78	0	0	112.46	0	22.01	160.26	0	0	64.98
transcript_10875	463.42	0	613.45	537.81	0	828.02	0	0	0	0	0	581.37	0	720.83	0
transcript_10876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10877	164.51	187.19	0	0	0	0	0	156.46	0	0	0	0	0	0	161
transcript_10878	31.55	60.08	89.52	10.36	59.01	0	34.58	0	17.96	15.88	26.04	70.88	193.28	9.9	9.04
transcript_10879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1088	0.33	0.58	0.15	0.19	0.43	0.44	0.31	0.22	0.3	0.76	0.53	1.37	0.48	0.58	1.06
transcript_10880	0	0	0	0	0	0	1.27	0	0	0	0	0	0	0	0
transcript_10881	8620.45	10540.58	8577.83	16178.66	17137.56	12754.31	13248.59	6409.04	7144.43	15751.49	11522.85	15660.84	4560.58	6624.21	14300.3
transcript_10882	0	0	0	0	0.59	0	0	0	0.84	0	0	0	0	0	0
transcript_10883	0	0	0	0	0	0	0	0	0	0	0	281.4	0	0	21.81
transcript_10884	79.6	4.7	14.09	10.41	0	0	0	0	0	0	49.48	215.92	0.25	456.48	11.45
transcript_10885	0	76.01	0	62.01	62.3	63.01	54.54	0	0	19.63	78.65	0	108.99	0.01	76.36
transcript_10886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10887	20.93	31.06	39.03	27	33.66	27.74	35.27	28.21	31.13	31.94	34.66	25.84	23.58	23.07	31.51
transcript_10888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10889	0	0	0	0	0	0	0	0	1.33	0	0	0	1.54	11.43	0
transcript_1089	6.12	10.61	14.76	8.75	23.4	16.56	11.77	48.89	20.02	11.27	34.38	51.27	58.19	114.96	103.7
transcript_10890	0	0	0	0	5.73	0	0	2.02	0	0	0	4.6	84.56	0	0
transcript_10891	112.46	134.05	120.36	67.15	1.03	0.57	2.2	0	89.62	2.2	3.7	1.06	1.81	1.59	2.65
transcript_10892	178.2	387.43	193.38	181.56	181.9	165.56	140.71	63.67	219.14	207.73	180.71	226.52	209.94	180.89	195.83
transcript_10893	27.5	16.47	48.84	12.32	3.07	4.98	0	7.01	13.09	13.52	8.17	13.13	0	6.02	8.07
transcript_10894	0	0	0	0	0	0	0	0	0	0	0	0	9.18	9.04	2.94
transcript_10895	396.21	1.85	0.83	212.2	0	122.79	106.58	188.06	121.15	401.17	119.45	99.76	27.12	2.4	1.65
transcript_10896	0	0	0	0	0	0	0	0	0	0	0	0	0	118.45	0
transcript_10897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10898	18428.08	18530.65	18204.6	16061.55	11642.18	9542.36	13245.82	10328.71	17434.81	12218.48	12571.66	9645.38	9674.88	11546.02	19152.24
transcript_10899	266.22	0	35.02	0	0	0	0	0	4.76	242.23	186.23	113.71	0	33.65	86.79
transcript_109	26.53	19.64	31.07	30.05	32.61	24.69	29.78	32.59	33.08	30.47	36.9	29.66	44.57	39.86	44.04
transcript_1090	45.15	70.33	40.32	74.08	58.92	59.42	77.77	88.72	70.42	84.95	69.96	80.34	88.08	64.9	78.35
transcript_10900	153.6	302.97	0	0	151.25	157.91	0	10.39	0	0	0	0	0	0	70.22
transcript_10901	675.03	894.72	1068.97	801.25	786.61	746.52	804.86	848	806.1	416.67	563.48	737.01	871.23	925.54	820.45
transcript_10902	0.88	0.27	2.79	0.89	1.63	1.18	2.97	1.94	0.21	1.98	1.53	1.56	5.59	1.37	0.97
transcript_10903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10904	0	42.51	45.32	148.76	109.74	14.51	123.89	110.8	48.71	96.43	105.88	106.79	193.48	217.66	87.4
transcript_10905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10907	67.4	71.05	74.85	60.08	56.45	51.61	46.87	50.95	54.27	61.75	58	51.29	73.83	40.79	54.78
transcript_10908	636.69	711.37	774.96	463.35	591.68	660.12	635.39	608.92	620.72	452.78	698.64	612.22	900.54	594.75	701.95
transcript_10909	1.96	1.87	0	0	0	0	0	0	0	0	0	0	1.93	1.68	0
transcript_1091	7.73	6.1	8.09	8.72	7.48	7.9	9.43	16.92	10.87	8.8	12.92	10.9	29.64	29.1	25.49
transcript_10910	4.67	11.67	6.29	1.05	7.74	4.21	5.07	2.95	0.93	1.97	1.59	4.8	2.42	5.96	6.67
transcript_10911	9.22	4.46	6.41	12.13	14.09	2.02	3.38	3.76	12.64	9.55	19.38	0	8.61	11.48	5.72
transcript_10912	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0
transcript_10913	1.9	4.65	1.46	3.11	2.14	1.15	2.11	1.08	1.66	0.33	1.73	3.1	3.23	1.18	0.31
transcript_10914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10915	0	0	1.06	0.16	1.52	0.88	0	0	2.76	1.65	0	3.38	4.28	34.03	2.21
transcript_10916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10917	0	1.43	0	0	0	0	46.08	0	14.87	32.13	0	0	0	0	0
transcript_10918	141.71	0.68	0	82.69	1.25	0	33.73	7.54	13.17	43.45	24.64	38.31	4.86	7.47	0.19
transcript_10919	14.25	11.59	13.66	11.81	6.13	15.13	6.76	9.5	7.27	12.18	6.7	4.88	3.26	3.28	6.59
transcript_1092	23.46	21.61	30.52	25.3	26.58	23.62	26.2	47.97	37.28	29.22	35.53	35.89	69.66	72.39	76.84
transcript_10920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10921	14.34	20.4	26.37	26.94	54.05	34.74	42.94	73.15	36.04	39.09	63.33	35.79	43.76	93.33	87.75
transcript_10922	7.05	5.6	22.76	29.75	25.19	49.09	79.32	86.4	63.28	314.08	175.47	337.95	651.19	716.16	334.38
transcript_10923	4.11	14.73	10.16	14.64	17.68	9.45	20.3	0	5.22	26.36	15.58	28.53	45.77	20.42	25.1
transcript_10924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10926	79.35	151.61	27.84	70.27	144.47	82.56	108.15	38.94	88.43	80.23	38.51	80.96	102.3	74.65	101.46
transcript_10927	2028.35	2443.49	2501.85	2412.8	2237.99	2399.06	2084.65	1873.21	2054.8	2404.88	1730.22	1862	1755.35	1809.34	1523.13
transcript_10928	47.5	22.42	42.1	18.92	19.3	36.85	19.36	39.55	10.71	25.61	5.16	7.33	33.41	10.93	46.33
transcript_10929	15.2	18.86	31.13	16.12	19.38	7.99	7.49	2.22	11.51	11.35	7.78	15.97	18.64	7.98	8.27
transcript_1093	351.18	0	0	0	0	255.65	0	0	0	341.73	378.84	0	0	317.56	0
transcript_10930	165.69	309.21	156.39	351.69	124.54	129.32	84.42	155.84	334.72	511.7	486.87	4.26	143.82	91.69	0
transcript_10931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10932	6514.92	7023.85	6501.29	5805.72	8004.89	7430.06	7208.92	6388.69	6002.9	4950.05	7172.22	6596.6	7735.34	6576.38	7401.03
transcript_10933	17.88	20.1	8.2	45.33	37.6	25.84	33.8	8.88	37.9	10.62	22.43	47.21	30.78	6.22	4.85
transcript_10934	4004.34	4644.63	4502.51	3928.59	4711.82	5095.89	4708.43	4117.36	4521.88	3328.73	4577.25	4347.74	4746.09	4228.05	4354.77
transcript_10935	0.46	0	82.39	2.24	0.44	1.92	0.38	0	2.33	0	0	3.03	0.42	0	0
transcript_10936	0	0	0	0	0	0.47	0	0	0	0	3.63	0	0	5.51	0
transcript_10937	689.68	838.13	763.69	671.11	340.03	822.46	345.42	712.01	772.33	595.18	834.57	783.67	1060.86	860.35	884.46
transcript_10938	641.75	693.44	819.91	601.3	691.71	692.61	745.05	696.57	750.08	606.12	765.39	645.38	919.32	643.86	740.45
transcript_10939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1094	1.41	1.68	0	1.81	8.95	10.53	8.14	12.67	1.1	5.51	14.05	7.72	5.98	10.89	4.53
transcript_10940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10941	17.53	36.7	32.99	24.02	16.16	26.49	5.55	36.22	9	37.86	33.66	8.13	12.56	28.9	6.31
transcript_10942	0	0	0	0	0	0	2.42	0	0	0	0	0	0	0	0
transcript_10943	114.92	129.58	167.28	122.21	123.69	139.16	153.49	119.85	142.83	113.15	141.17	132.61	176.21	112.21	133.04
transcript_10944	0	0	0	29.61	0	0	0	0	0	0	0	0	0	0	0
transcript_10945	379.57	2.29	0	161.65	0	61.61	61.35	78.34	45.05	71.37	29.28	38.05	2.7	1.49	0
transcript_10946	6.36	0.41	0	10.1	3.4	0.8	10.84	0.38	5.72	7.05	5.74	0.39	7.09	6.94	7.76
transcript_10947	53.83	71.2	59.44	80.68	91.74	66.92	81.15	43.76	73.7	61.98	92.72	88.26	69.36	99.01	92.77
transcript_10948	31.62	1.85	0.87	4.17	4.97	5.31	11.48	9.75	248.77	215.92	395.3	8.73	31.57	757.89	28.65
transcript_10949	2584.96	2969.03	3021.19	2485.93	3620.96	3819.61	3094.21	2874.99	2741.73	2258	3408.96	2896.83	3784.02	2991.96	2954.14
transcript_1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10950	0	0	0	0	0	0	0	0	6.4	0	0	0	21.18	3.28	11.39
transcript_10951	2809.8	6179.41	2073.03	0	1256.79	0	922.24	0	3186.24	81.25	4085.28	0	5693.24	8599.73	5593.6
transcript_10952	98.83	55.91	837.74	86.46	71.39	0	0	0	0	0	43.33	117.51	295.18	98.85	0
transcript_10953	197.86	140.92	229.57	89.1	12.15	30.34	19.31	38.89	39.68	56.71	21.9	28.57	2.35	10.02	16.96
transcript_10954	0	0	6.28	0	0	0	0	0	0	50.89	36.52	0	15.25	0	4.91
transcript_10955	106.63	0	2.78	83.55	118.55	119.92	129.32	0	0	1.28	2.98	0	158.34	100.71	0.95
transcript_10956	0	21.66	0	0	13.94	0	22.26	0	0	0	0	0	25.23	0	0
transcript_10957	0	0	1.61	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10958	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10959	6.42	2.42	6.97	6.55	6.01	7.49	3.5	1.53	6.7	1.65	4.07	16.99	21.88	14.87	9.15
transcript_1096	13.4	11.25	15.96	12.01	11.85	10.88	9.55	12.97	9.84	11.95	9.22	9.24	6.83	6.67	10.22
transcript_10960	26.51	0	51.99	0	0	0	0	0	0	0	0	0	0	18.02	0
transcript_10961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10962	4.94	31.56	22.75	11.23	9.81	12.24	7.5	11.09	34.89	18.41	4.81	4.15	1.04	20.97	6.13
transcript_10963	0	0	0	0	24.32	33.36	9.17	0	0	0	0	0	65.99	31.67	14.34
transcript_10964	24.92	64.29	57.5	10.11	26.73	47.42	23.65	10.24	41.09	58.09	25.55	9.05	22.95	27.6	13.49
transcript_10965	554.51	660.2	767.65	510.23	828.36	848.37	762.2	663.84	651.82	466.6	854.73	759.35	1094.79	678.47	721.62
transcript_10966	20.51	24.31	12.2	22.25	24.98	11.98	22.72	7	7.77	7.74	6.22	10.44	8.08	19.35	7.33
transcript_10967	407.34	739.12	590.37	315.33	591.7	0	778.36	310.26	958.13	486.03	927.22	644.67	1023.57	656.59	1050.14
transcript_10968	24.61	36.27	33.44	23.51	22.67	30.57	26.5	17.51	25.71	33.05	30.17	21.26	24.61	27.59	24.64
transcript_10969	199.73	256.46	283.49	208.56	216.42	214.28	223.16	212.07	241.85	217.49	278.05	229.69	277.53	221.11	247.31
transcript_1097	428.87	240.4	452.39	161.18	238.22	158.82	60.71	66.31	102.2	100.08	118.04	34.33	78	71.11	59.16
transcript_10970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10971	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0.34
transcript_10972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10973	0	0	0	0	0	0	25.55	0	0	0	0	0	0	0	0
transcript_10974	21.35	16.55	18.35	12.74	20.77	13.77	18.6	18.53	10.94	6.56	18.8	5.22	21.12	13.82	13.55
transcript_10975	0	0	0	0	0	0	0	58.83	0	0	0	0	1.83	0	0
transcript_10976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10977	664.65	6453.51	1360.9	982.45	585.55	806.88	292.09	358.57	3383.24	969.83	331.85	425.88	277.68	2219.59	815.48
transcript_10978	15.38	46.53	44.25	206.26	42.82	43.9	37.66	148.65	94.74	30.3	51.07	57.26	35.42	24.41	105.51
transcript_10979	19.91	0	0	19.59	10.03	0	0	17.52	0	0	0	0	0	0	15.97
transcript_1098	300.38	342.56	436.43	394.75	351.24	430.31	373.93	377.89	358.25	514.24	315.91	442.74	298.84	367.06	337.9
transcript_10980	0	0	0	0	0	0	0	0	0	0	0	1.01	0	0	0
transcript_10981	0	0	1.79	0	0.47	0.06	0	0	0	0.07	0	0	1.99	0	0.59
transcript_10982	78	79	117.16	62.97	92.59	70.03	70.82	84.06	91.02	73.16	107.81	87.74	134.03	68.78	92.38
transcript_10983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10984	0	0	32.6	0	0	0	0	0	0	37	68.04	26.79	0	0	33.76
transcript_10985	26.53	52.31	26.27	18.51	15	21.28	19.82	13.98	24.28	34.41	10.55	11.9	13.79	14.64	20.48
transcript_10986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10987	5.82	10.47	15.01	17.61	12.53	8.15	22.11	15.91	18.36	19.82	21.8	10.85	22.74	36.22	11.99
transcript_10988	0	11.63	13.35	34.34	21.78	15.78	22.09	31.38	0	43.56	29.31	46.59	48.29	0	55.28
transcript_10989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1099	37.96	43.14	34.15	29.94	21.55	27.22	22.59	33.93	25.39	34.65	20.5	22.36	11.74	18.98	27.98
transcript_10990	55.27	77.95	85.65	78.95	51.49	56.67	90.69	61.76	49.02	59.25	54.92	49.65	77.9	45.17	52.22
transcript_10991	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0
transcript_10992	0	0.95	21.07	5.16	23.21	16.52	21.79	8.06	0	9.27	44.89	3.93	3.52	0.29	3.73
transcript_10993	0	0	0	0	0	0	0	0	4.73	0	0	0	0.56	0	0
transcript_10994	0	0	0	0	0	0	0	0	0	0	0	10.17	0	0	0
transcript_10995	0	716.11	440.8	0	486.89	0	0	0	0	0	383.99	716.96	0	492.12	0
transcript_10996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10997	19.54	22.54	13.62	12.89	26.03	0	15.79	7.36	9.79	5.23	7.4	17.28	17.47	7.43	17.29
transcript_10998	310.63	0	0	1026.25	487.83	0	0	0	0	0	0	0	0	0	0
transcript_10999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11	50.84	157.72	107.63	76.84	65.56	78.83	57.92	61.14	45.3	35.69	57.18	78.34	57.75	74.73	39.19
transcript_110	8.83	24.13	14.15	11.74	11.7	15.38	15.89	9.37	26.06	26.5	12.62	7.65	17.79	7.61	7.47
transcript_1100	14.92	15.59	18.92	12.5	24.28	18.6	16.18	20.87	16.46	12.17	23.13	13.4	19.68	13.29	13.52
transcript_11000	12.54	3.13	12.44	9.46	0	6.58	0	0	0	3.71	0	4.23	0	0	0
transcript_11001	861.73	988.63	903.54	789.2	1012.14	944.14	953.45	737.6	806.68	669.25	996.35	928.15	1201.02	1011.36	1090.83
transcript_11002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11003	15.47	13.06	50.34	33.85	38.38	8.5	37.12	29.1	33.13	36.11	30.18	23.56	49.87	26.5	71.8
transcript_11004	0	0	0	0	0	0.91	0	0	0.48	0	0	0	0	0	0
transcript_11005	38.83	58.78	40.69	41.91	48.02	27.59	40.35	34.11	49.17	41.65	42.5	37.23	52.37	53.84	37.67
transcript_11006	898.91	1020.81	1047	851.81	1154.49	1184.84	1085.38	910.95	905.97	707.66	1099.37	1003.37	1393.54	1034.91	1146.07
transcript_11007	0	0	33.66	0	0	0	0	0	74.92	0	0	130.4	14.69	7.51	0
transcript_11008	0	0.32	0.23	0	2.94	0	0	0	0	0	0	0	0	0	0
transcript_11009	0	20.54	0	19.36	19.51	0.53	0	13.34	25.9	1.13	19.29	18.33	16.65	32.05	2.5
transcript_1101	14.91	14.87	16.68	14.41	14.9	16.24	15.18	18.65	15.86	17.21	17.28	16.56	18.25	13.6	19.51
transcript_11010	920.61	1108.49	1023.8	941.35	999.98	1105.94	1160.68	904.53	1023.47	759.17	1095.12	979.09	1324.74	1135.31	1095.46
transcript_11011	10.96	12.39	15.16	4.95	18.92	5.74	8.5	7.91	9.95	11.69	12	14.44	4.09	4.74	8.51
transcript_11012	0	0	0	0	0	0	0	0	0	0	0	0	71.98	0	0
transcript_11013	19.58	25.21	28.35	28.04	25	21.36	27.11	19.36	23.54	27.53	37.55	19.38	53.18	37.17	33.97
transcript_11014	5.18	2.22	3.17	1.45	4.87	0.47	3.91	6.26	5.89	2.44	6.47	8.67	4.37	3.63	4.17
transcript_11015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11016	9993.09	12554.16	9009.17	14176.87	13181.9	11862.94	12958.15	8501.7	8098.85	9965.2	12830.23	14868.92	8303.47	8025.74	13909.89
transcript_11017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11018	0	5.71	0	6.59	0	0	5.75	0	11.75	0	0	13.26	3.01	31.86	9.32
transcript_11019	30.9	34.17	46.46	37.67	31.52	22.1	28.1	23.8	28.88	38.95	22.15	26.66	16.69	25.91	33.99
transcript_1102	4.05	8.11	8.44	6.65	5.39	11.5	3.1	2.84	13.86	6.52	12.4	7.29	8.68	11.89	7.66
transcript_11020	10.84	28.76	37.99	57.68	45.83	38.81	57.21	32.23	55.98	52.12	46.86	10.07	49.56	32.02	44.7
transcript_11021	0	0	0	0	0	0	0	2.17	0	0	0	0.71	0	0	0
transcript_11022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11024	979.82	3.58	3.19	479.39	4.33	138.83	173.62	142.67	129.79	190.82	94.97	121.51	16.21	3.32	2.65
transcript_11025	0	4.34	0	1.63	4.48	0	8.59	0	8.92	0	14.41	11.58	4.91	21.57	15.64
transcript_11026	2758.42	10853.72	5978.08	3012.2	4071.7	2312.06	1840.69	5252.67	2605.4	1523.47	3219.69	893.15	729.13	2913.08	3127.35
transcript_11027	1465.36	2113.63	2016.14	1446.31	1429.78	1389.18	1423.99	1639.37	1484.79	835.84	1160.62	1630.53	1391.05	1475.55	2035.68
transcript_11028	218.51	368.98	545.53	192.86	157.33	34.16	259.5	227.27	259.74	239.84	210.91	510.68	358.22	255.49	382.06
transcript_11029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1103	0.86	1.07	0.47	10.56	24.52	30.27	73.1	41.9	57.37	57.96	72.51	26.2	46.17	65.9	60.16
transcript_11030	31.4	47.56	68.31	29.51	33.62	86.06	45.21	51.54	38.69	43.78	23.67	96.79	95.45	122.77	71.69
transcript_11031	57.89	100.76	10.53	30.57	20.16	15.9	14.57	12.9	41.4	19.99	25.67	50.92	8.19	1.35	8.51
transcript_11032	894.17	986.7	1054.59	881.69	1058.92	1021.47	1045.49	908.37	945.91	761.68	1009.26	987.67	1311.64	1022.93	1059.53
transcript_11033	0	4.87	0	2.51	13.51	2.84	2.57	7.08	21.25	0	23.43	4.3	0	0	24.85
transcript_11034	7.76	25.58	12.46	9.97	7.57	5.52	8.55	2.02	10.18	12.21	24.82	21.86	24.62	39.83	45.44
transcript_11035	729.52	909.22	0	436.28	0	436.14	379.32	316.61	0	163.08	393.82	1003.94	0	535.61	412.17
transcript_11036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11037	0	3.21	6.7	0.55	0	0	12.38	0	0	3.63	11.45	0	15.23	6.59	0
transcript_11038	46.5	127.06	34.03	117.53	19.58	10	69.97	6.16	45.84	27.5	72.62	137.32	254.19	219.78	51.44
transcript_11039	9.08	8.99	8.73	4.19	11.51	9.61	3.77	2.16	4.66	3.91	2.77	2.92	2.11	3.5	4.4
transcript_1104	3.88	3.96	3.18	4.27	3.13	3.56	4.28	4.37	4.08	3.48	5.91	5.43	7.46	5	5.15
transcript_11040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11041	14.31	6.54	9.25	9.26	5.1	2.62	2.93	4.74	7.39	5.83	9.72	5.64	5.85	7.15	8.63
transcript_11042	12.01	27.9	18.39	18.36	11.82	0	0	0	11	0	7.22	12.8	82.44	34.16	27.91
transcript_11043	207.31	255.94	551.23	364.96	361.24	422.58	298.1	210.34	428.51	320.4	482.45	286.61	699.32	509.68	455.32
transcript_11044	13.66	18.65	16.3	16.45	12.39	12.81	11.73	8.5	7.96	9.76	10.06	16.46	7.87	11.98	5.69
transcript_11045	63.35	39.77	80.73	95.94	74.35	83.83	68.15	82.34	132.46	100.6	100.65	96.47	60.91	71.29	30.44
transcript_11046	1353.03	1625.17	1450.1	1184.35	1560.57	1413.17	1503.03	1296.21	1379.87	1045.72	1586.02	1518.06	1919.6	1493.34	1745.71
transcript_11047	98.43	187.08	130.06	228.93	270.27	197.45	252.62	186.5	253.12	331.61	249.35	283.08	256.02	288.14	208.87
transcript_11048	282.82	274.85	335.42	236.22	319.25	274.82	282.45	306.76	323.83	253.78	328.01	278.41	438.19	302.62	370.58
transcript_11049	118.01	191.77	225.4	100.47	173.42	124.58	46.21	137.31	157.56	130.92	72.32	263.85	187.19	204.56	77.13
transcript_1105	2.22	3.58	3.95	5.74	11.84	4.07	4.67	7.72	3.68	4.26	8.1	11	10.03	12.67	10.76
transcript_11050	2249.27	3038.89	3666.98	2412.99	3393.93	1496.02	1868.4	2031.54	2233.75	2021.45	2556.27	2661.88	2330.71	2273.55	1586.57
transcript_11051	0	0.68	0	0	694.23	536.88	0	0	511.71	0	470.66	0	0	596.06	622.11
transcript_11052	0	131.53	0	0	0	325.9	0	0	309.64	0	0	0	0	0	200.44
transcript_11053	0	0	0	0	0	0	0	0	0	24.8	0	0	0	0	0
transcript_11054	0	0	0	0	0	0	0	0	0	0	0	0	57.87	0	0
transcript_11055	496.81	701.97	310.3	398.59	509.12	406.1	631.42	390.27	1040.81	605.92	1102.66	1143.87	2128.62	1604.99	1442.19
transcript_11056	1.37	7.29	1.06	21.44	11.81	21.72	9.83	5.41	0	13.22	11.78	21.68	3.54	8.45	5.82
transcript_11057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_11058	0.3	21.13	17.98	3.86	0	10.46	0	4.37	13.1	0	8.77	12.93	0	4.53	11.13
transcript_11059	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1106	6.02	6.09	6.16	6.01	6.02	6.53	7.17	9.1	7.25	5.24	8.74	5.71	6.48	6.3	5.66
transcript_11060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68
transcript_11061	45.69	35.96	43.03	20.8	42.03	29.9	23.47	28.62	17.66	31.72	20.83	30.76	25.81	24.68	29.95
transcript_11062	49.65	68.32	0	35.04	0	0	16.87	0	103.34	93.43	68.24	53.32	189.79	66.23	204.62
transcript_11063	2.77	94.29	4.9	4.52	2.12	5.21	1.91	2.12	3.44	56.75	43.28	65.17	2.74	4.59	6.97
