Transcripts	CT_1	CT_2	CT_3	LT20_1	LT20_2	LT20_3	LT15_1	LT15_2	LT15_3	LT12_1	LT12_2	LT12_3	LT12_6_1	LT12_6_2	LT12_6_3
transcript_10622	0	0	0	3493.92	0	0	4087.4	0.99	0	3617.61	4688.15	0	3970.4	0	3516.82
transcript_10623	2131.63	2280.65	2387.09	2276.99	2375.28	2283.83	2237.75	2272.89	2133.47	2022.88	2157.07	2342.51	2351.29	2134.23	2202.99
transcript_10624	45.28	39.87	59.14	48.6	68.1	44.37	62.9	40.88	70.13	47.45	67.98	51.62	85.19	59.47	59.17
transcript_10625	1212.14	1177.33	1287.9	1026.1	1523.54	1531.76	1353.52	1226.52	1204.94	871.78	1405.13	1115.09	1520.7	1326.47	1237.33
transcript_10626	329.08	400.23	304.97	274.65	253.46	165.44	257.25	129.09	283.66	298.18	403.27	376.67	524.15	410.4	387.49
transcript_10627	13.93	3.09	6.08	8.92	31.03	26.01	9.97	9.75	28.86	104.11	23.17	29.91	56.48	37.91	13.6
transcript_10628	149.76	123.19	87.44	108.15	23.41	52.26	45.39	45.97	27.66	35.2	51.63	25.17	3.57	10.75	22.68
transcript_10629	2.59	5.13	3.03	3.81	2.42	3.78	0.53	5.19	2.06	1.46	2.38	2.05	1.66	3.37	3.34
transcript_1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10630	1.71	1.34	1.9	2.62	1.05	2.87	1.07	1.09	1.69	1.2	1.71	3.81	3.01	2.68	1.18
transcript_10631	5117.33	4790.73	3956.87	3749.26	4724.12	3309.14	2738	3028.4	4452.73	3585.92	2792.34	4371.12	2412.95	2942.04	3997.13
transcript_10632	10.81	11.72	9.55	7.52	10.02	6.19	8.37	7.55	6.07	5.41	6.13	4.22	12.97	5.39	7.19
transcript_10633	155.16	221.07	171.87	141.06	181.61	119.8	131.8	126.43	162.4	150.56	167.21	149.83	131.18	122.92	119.76
transcript_10634	50.34	176.99	145.62	58.55	311.05	193.98	73.02	237.99	113.81	124.32	132.94	275.27	244.88	109.65	120.75
transcript_10635	0	0	40.93	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10636	0	165.9	0.3	0	50.27	0	0	0	0	61.92	37.25	0	0	0	21.08
transcript_10637	29.17	113.46	59.66	18.1	63.83	19.68	191.87	7.91	110.24	94.01	123.57	135.11	21.23	141.08	149.78
transcript_10638	0	0	17.51	0	0	0	0	48.57	28.29	0	0	0	22.37	16.56	0
transcript_10639	0	0	0	0	0	0	0	0	2.16	0	0.67	1.64	1.77	5.09	7.03
transcript_1064	40.23	42.59	35.99	27.22	3.22	30.37	0.03	63.51	32.85	72.39	67.93	58.86	2.28	0	55.83
transcript_10640	0	0	190.89	0	203.96	0	266.94	169.54	280.37	187.1	200.36	0	0	137.49	0
transcript_10641	3.05	70.87	75.88	54.96	55.85	49.33	44.99	57.26	73.17	62.89	6.73	67.09	5.67	5.93	108.12
transcript_10642	166.61	182.2	205.29	155.12	163.47	182.2	160.09	154.94	162.28	125.32	164.04	143.41	190.36	140.23	174
transcript_10643	0	0	62.11	7.43	26.86	28.21	32.33	9.88	64.74	10.36	19.99	24.6	41.13	4.05	63.88
transcript_10644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10645	86.78	145.93	92.48	217.31	284.3	244.63	369.37	408.03	383.8	245.51	465.59	484.83	237.96	236.5	257.21
transcript_10646	0	18.55	0	0	0	0	0	0	19.24	0	21.08	1.67	47.98	84.37	40.94
transcript_10647	64.3	58.36	62.19	56.54	58.58	51.93	46.04	59.84	59.75	52.83	30.81	31.89	18.56	22.12	46.69
transcript_10648	7.89	2.19	0	7.43	5.72	9.42	9.45	12.19	7.33	10.12	16.21	13.51	18.45	17.77	22.71
transcript_10649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10650	0.27	13.74	12.7	0	0	0	4.55	0	0	31.29	1.16	18.48	34.66	19.83	3.32
transcript_10651	24.39	13.25	26.87	20.92	50.81	18.32	61.34	42.79	53.57	22.43	35.64	37.85	17.85	25.23	29.1
transcript_10652	15.27	15.14	12.33	10.45	15.88	9.47	9.23	7.79	6.31	9.92	7.7	9.14	3.37	5.26	4.37
transcript_10653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10654	122.14	69.91	62.33	66.5	52.49	39.78	54.1	66.18	55.65	83.97	57.14	56.11	42.03	54.26	53.64
transcript_10655	3.47	3.76	2.29	0	9.62	0	0	0	0	2.97	7.77	13.31	0	6.4	23.78
transcript_10656	59.9	88.18	10.69	23.21	4.23	0	55.26	0	99.17	91.41	62.28	73.8	125.18	86.32	66.78
transcript_10657	10.21	8.8	10.13	0	18.27	0.91	12.09	6.76	5.24	11.99	9.71	0	11.24	12.15	9.8
transcript_10658	0	197.84	0	73.14	120.28	1.16	97	47.79	37.01	0	0	0	150.97	146.07	13.57
transcript_10659	1.55	4.43	0.99	1.58	2.34	2.42	0.94	1.39	4.24	3.17	0.79	3.95	3.42	4.89	2.98
transcript_1066	31.11	28.89	27.51	73.8	62.87	75.88	69.98	99.25	84.22	71.05	85.8	71.44	60.56	44.31	59.06
transcript_10660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10661	760.55	847.71	811.65	720.36	709.45	693.16	768.54	680.22	679.21	603.54	674.24	731.12	717.71	676.09	832.88
transcript_10662	1.51	1.19	0	19.09	0	14.7	1.2	0.6	0.49	0	21.56	2.01	0	0	1.11
transcript_10663	0	0	0	0	0	0	331.11	0	0	0	0	0	0	0	0
transcript_10664	113.38	65.9	140.25	110.06	92.66	2.45	51.46	91.26	72.86	104.32	62.09	102.77	43.08	70.78	26.47
transcript_10665	0	14.44	0	0	0	0	0	0	0	0	0	0	24.41	7.51	0
transcript_10666	0	0	0	0	0	0	0	0	0	0	1.94	0	0	0.91	0
transcript_10667	242.78	363.08	245.05	240.22	228.73	177.23	192.89	113.33	112.92	35.54	69.02	89.6	38.01	17.66	30.33
transcript_10668	0	0	156.65	71.61	0	68.36	0	86.37	36.35	120.31	45.66	0	43.55	0	0
transcript_10669	7.87	26.78	0	0	0	0	0	0	2.55	12.38	0	0	0	0	13.23
transcript_1067	274.28	315.62	294.49	249.72	245.41	216.78	198.92	232.3	235.96	295.97	149.26	217.18	96.47	141.72	229.78
transcript_10670	0	0	11.64	0.03	7.12	0	0	0.15	2.11	0.25	0.1	0	44.99	20.61	4.4
transcript_10671	48.98	51.02	58.1	41	40.49	50.58	58.53	49.96	43.14	43.06	39.49	46.09	26.55	27.28	41.25
transcript_10672	1.51	0	0	0	0.35	1.08	2.21	3.63	2.5	5.68	1.6	3.62	3.85	188.77	1.92
transcript_10673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10674	73.02	144.78	70.14	125.24	103.09	106.36	94.45	95.72	185.69	139.71	165.13	183.92	281.38	390.49	225.32
transcript_10675	0	0	3.8	7.35	12.06	0	0	0	0	0	0	5.5	122.84	43.97	13.81
transcript_10676	0	0.92	0	0	72.88	234.98	85.11	0	0	0	0	0	0	0	0
transcript_10677	769.86	957.93	790.8	0	0	0	0	479.13	759.43	0	0	0	457.42	667.53	0
transcript_10678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1068	77.09	11.81	66.77	15.69	1.01	11.42	0.75	188.59	0.62	0.13	0.39	2.91	189.99	1.05	0.72
transcript_10680	2.72	0	0	2.7	1.81	0	1.27	0.85	1.99	2.86	0	0	0	0	0
transcript_10681	1.54	1.15	0.96	1.26	1.41	2.09	7.42	0.71	9.77	24.29	2.03	2.05	3.02	7.83	4.96
transcript_10682	2381.23	2687.08	2675.14	2309.13	3046.51	3130.9	2784.22	2435.93	2509.5	2058.19	2817.17	2618.82	3224.57	2503.5	2777.29
transcript_10683	0	14.31	92.09	40.24	64.14	55.98	96.7	58.09	57.88	43.25	66.19	48.92	89.28	59.91	107.62
transcript_10684	200.83	194.08	0	167.19	163.18	112.01	181.11	117.02	102.8	315.2	184.05	258.65	99.54	76.54	179.42
transcript_10685	417.59	0	0	0	0	0	0	0	0	0	0	337.53	0	0	0
transcript_10686	464.99	752.18	685.14	431.59	568.08	754.53	550.31	436.61	495.86	392.57	583.29	516.4	681.59	579.28	577.02
transcript_10687	1.42	2.27	2.65	0	3.76	0	0	2.89	6.53	0.08	1.47	1.61	1.34	0	0.57
transcript_10688	16.19	8.2	0	19.45	21.83	19.48	28.49	1.97	7.18	8.6	9.07	7.26	0.28	2.84	4.39
transcript_10689	425.21	38.05	130.23	10.04	42	12.84	20.18	395.9	26.98	482.75	267.64	449.28	35.56	464.39	450.78
transcript_1069	17.83	10.91	2.15	4.76	7.29	22.84	15.58	11.03	11.33	3.72	8.82	5.56	2.9	2.06	1.99
transcript_10690	1508.04	2201.87	2147.74	2926.29	2978.8	2790.19	2625.02	1660.61	2266.57	3586	2674.66	3553.85	4747.93	3644.21	1847
transcript_10691	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
transcript_10692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10693	0	21.88	0	0	13.6	0	0	0	27.02	0	0	0	84.41	58.19	0
transcript_10694	684.69	1033.74	465.85	395.7	881.92	343.8	888.58	696.82	977.58	375.59	1016.83	705.26	915.89	790.8	511.36
transcript_10695	8.66	10.86	7.33	12.43	52.31	4.88	31.3	12.31	12.86	6.82	8.96	7.2	42.37	51.69	12.83
transcript_10696	1261.37	2601.22	1045.36	995.66	837.29	968.15	869.5	1048	1871.03	693.83	1220.09	1407.01	3.16	1453.91	1167.23
transcript_10697	73.3	119.11	106.29	71.87	87.57	132.45	87.79	85.96	88.7	128.94	78.49	84.72	68.52	95.95	70.72
transcript_10698	2.49	42.62	32.09	20.37	34.31	32.63	38.21	20.8	36.27	17.74	20.92	30.21	33.09	16.51	25.41
transcript_10699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_107	8.99	15.96	14.21	11.99	25.39	17.46	21.6	30.61	19.42	14.54	20.63	23.43	37.96	40.99	44.9
transcript_1070	2.01	3.03	0.53	1.25	0.79	2.32	6.76	5.95	1.91	1.51	6.1	2.03	5.3	13.8	6.62
transcript_10700	0	331.7	0	307.39	328.18	0	0	248.35	480.43	0	488.7	834.42	787.84	763.67	0
transcript_10701	0	0	0	0	0	0	0	0	15.37	0	11.45	21.81	0	0	0
transcript_10702	17.22	36.86	19.22	26.06	0	41.11	5.91	0	0	18.47	2.73	1.99	92.42	0	17.25
transcript_10703	164.08	206.85	259.16	322.67	644.46	367.24	408.08	336.79	307.14	381.39	355.05	669.54	419.49	489.07	345.95
transcript_10704	86.53	76.37	85.95	63.76	96.13	99.59	65.73	43.57	37.38	53.8	97.03	82.59	119.71	92.46	102.58
transcript_10705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10706	412.55	0	553	0	6.3	0	4.04	116.97	0	2.58	3.27	312.16	0	375.33	0
transcript_10707	14623.27	16487.2	12945.17	15788.36	10497.29	10217.51	6833.98	11301.51	9846.21	11078.8	7847.52	13083.44	4184.96	5834.11	11765.82
transcript_10708	0	7.43	0	6.87	0	1.89	0	0.39	14.02	0.63	4.71	2.48	0.42	3.45	0
transcript_10709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1071	4.29	5.32	5.49	5.05	4.98	5.21	5.2	7.31	5.72	5.19	6.99	6.84	6.97	7.92	7.22
transcript_10710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10711	5.6	11.3	15.81	7.91	24.72	10.01	3.77	15.18	8.66	11.17	7.84	25.19	10.33	9.63	7.65
transcript_10712	0	0.32	0	0	0	0	0	0	0	0.03	0	0	0	0	0
transcript_10713	0	326.68	0	284.55	0	138.58	0	276.61	242.38	0	98.56	0	282.4	309.12	143.41
transcript_10714	64.38	67.6	75.62	63.65	71.55	67.95	69.45	53.15	62.39	101.94	72.14	60.13	279.08	165.93	170.66
transcript_10715	206.91	498.74	154.47	82.48	92.74	73.22	39.45	2.21	166.53	102.76	187.14	177.86	147.82	278.95	214.38
transcript_10716	11.95	27.48	51.08	12.46	12.49	13.79	10.61	14.15	14.72	16.2	8.14	21.18	5.89	7.99	9.62
transcript_10717	0	0	0	0.4	0.4	0	1.66	0.44	0	0	1.41	0	0	0	1.62
transcript_10718	0	7.94	0	0	0	0	0	0	0	0	0	0	0	32.16	0
transcript_10719	31.27	40.94	37.55	28.99	53.71	39.91	16.88	30.81	21.57	23.06	40.9	33.35	22.72	21.2	20.67
transcript_1072	35.69	29.04	47.74	44.34	37.15	34.59	37.61	46.89	37.56	36.6	36.4	48.76	42.82	38.95	43.35
transcript_10720	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10721	0	0	0	0	0	0	0	0	0	0	0	103.84	80.67	0	0
transcript_10722	0	0	0	0	0	0	0	0	0	0	0	0	41.59	0	0
transcript_10723	0	0	0	0.27	0	0	0	0	0.19	0.67	0	0.23	0	0.21	0
transcript_10724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10726	0	0.76	0	4.99	0	6.82	3.94	0.06	0	0	0	10.35	6.43	0	1.64
transcript_10727	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0
transcript_10728	204.85	209.27	465.75	178.23	307.27	170.13	255.61	203.38	244.77	322.57	335.37	323.38	361.34	308.91	227.38
transcript_10729	0	0	0	0	63.57	0	51.23	0	0	0.21	0	0	0	0	0
transcript_1073	0	0	3686.43	0	2736.38	2961.67	3065.81	0	2740.44	0	2123.11	2529.2	1829.28	0	1839.39
transcript_10730	392.55	130.46	399.04	395.38	622.41	467.79	505.56	289.03	432.07	519.36	359.66	189.23	78.87	467.21	493.83
transcript_10731	0	0	0	0	0.24	0	0	0	0	0	0	219.66	7.2	9.71	0
transcript_10732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10733	0	1.32	0	1.61	0	0	0	1.22	0.89	0	5.12	6.12	0	11.56	0
transcript_10734	182.35	101.93	169.03	349.79	67.29	111.95	127.69	44.78	323.76	492.21	50.88	75.36	152.08	64.55	57.8
transcript_10735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10736	0	0	10.2	0	0	0	0	2.15	3.61	0	9.62	0	0	0	3.45
transcript_10737	0	0	0	0	0	0	1398.49	958.58	0	0	0	0	0	0	0
transcript_10738	0.94	1.22	0.92	3.19	1.65	1.29	4.62	7.13	1.02	1.39	1.89	3.62	2.09	0.79	0.78
transcript_10739	319.56	29.06	0	235.5	243.94	237.72	212.62	0	44.03	0	38.08	29.67	334.68	38.33	41.21
transcript_1074	0	0	0	0	0	0.4	0	0.32	0.29	1.67	0	0.93	0	4.46	0
transcript_10740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10741	779.23	1173.94	1256.49	1218.91	1532.43	1164.23	1205.82	1393.79	1537.91	1184.98	1414.47	1426.07	1322.38	1742.62	1624.28
transcript_10742	12.63	10.66	10.56	7.72	7.66	5.09	4.73	13.17	8.85	4.19	4.77	5.92	17.44	12.04	14.82
transcript_10743	63.16	56.75	78.27	71.67	72.32	132.03	151.19	83.72	109.04	103.31	158.79	91.69	416.5	272.76	350.21
transcript_10744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10747	32.49	57.64	0	0	0	0	0	104.32	0	0	0	0	0	447.55	0
transcript_10749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1075	0	0	0	0	0	0	0.71	0	0	0	0.16	0.54	0	0	0.32
transcript_10750	9.12	43.74	55.48	40.28	59.42	2.08	65.28	80.94	72.92	50.04	63.13	74.36	12.17	114.82	104.61
transcript_10751	0	0	0.69	0	0	0	0	0	34.94	0	0	22.44	82.75	45.64	0
transcript_10752	634.34	584.91	523	511.3	643.61	469.94	372.12	578.63	352.39	477.51	408.64	573.08	833.33	756.15	776.44
transcript_10753	3.83	23.27	28.07	27.46	59.71	31.73	40.67	35.94	35.63	31.66	54.73	44.12	56.04	47.91	31.81
transcript_10754	15.72	10.29	18.27	9.42	4.34	0	4.17	11.63	8.3	14.62	13.37	6.52	15.1	6.48	6.43
transcript_10755	0	0	0	0	0	0	0	0	6.43	0	30.19	63.92	0	0	0
transcript_10756	22.34	33.49	30.27	35.83	21.93	22.47	18.6	16.38	34.28	26.27	22.12	32.65	26.57	28.8	36.77
transcript_10757	1635.39	1580.73	1964.44	1679.69	2052.81	1646.46	1866.64	1921.69	2075.45	2021.12	2298.02	1964.22	2836.45	2612.18	2676.28
transcript_10758	75.3	44.85	75.34	70.48	71.03	57.73	61.36	70.42	65.04	75.72	59.14	67.79	52.12	42.44	47.19
transcript_10759	324.02	383.36	445.1	297.68	399.31	415.43	364.57	349.64	388.12	275.69	434.55	342.53	507.98	342.09	359.29
transcript_1076	24.87	47.58	39.7	37.04	43.84	26.52	38.88	30.67	38.35	37.78	42.14	35.47	25.57	29.01	26.83
transcript_10760	0	0	0	0	0.8	0	0	0	1.69	0	0	0	3.59	0	0
transcript_10761	4.49	5.11	9.5	3.59	5.09	3.23	7.11	3.34	8.3	4.35	4.1	6.3	3.97	2.49	5.54
transcript_10762	0	36.6	27.76	0	23.61	17.76	34.99	17.87	29.85	0	0.01	54.65	52.09	45.09	28.18
transcript_10763	201.92	236.52	307.13	299.34	465.63	296.44	343.56	396.59	410.93	277.94	419.53	398.42	357.78	369.37	393.56
transcript_10764	6352.62	7674.95	6771.6	358.88	7312.96	8962.25	784.51	7205.2	8807.65	648.78	434.54	7263.45	800.93	8227.89	999.5
transcript_10765	15.2	6.48	0	3.48	39.42	0	7.31	3.78	12.81	0	0	0	47.05	9.99	24.97
transcript_10766	0	0	74.4	0	0	46.21	0	66.96	3.28	82.51	120.35	172.14	244.31	252.33	176.59
transcript_10767	347.54	0.92	0	148.71	0	43.51	58.35	49.33	63.87	88.02	33.47	58.86	3.73	0.76	0.27
transcript_10768	56	1.33	0	19.43	0	4.23	10.18	10.16	8.28	20.07	6.94	8.34	0	0	0
transcript_10769	561.63	648.96	788.65	663.84	904.85	782.43	716.97	642.79	729.5	582.21	747.36	762.68	752.94	739.69	764.1
transcript_1077	10.28	11.22	10.75	12.17	11.82	16.5	15	23.51	14.87	19.81	24.24	18.15	50.73	60.4	49.41
transcript_10770	0	0	0	0	4.27	0	0	0	0	0	51.55	44.06	25.34	9.55	0
transcript_10771	344.8	364.74	460.11	286.24	280.45	307.93	292.36	328.28	348.98	289.48	299.58	306.1	339.43	281.76	334.52
transcript_10772	8.46	5.19	4.98	3.65	3.95	7.21	9.93	4.63	7.74	27.89	27.42	11.07	112.05	166.81	88.87
transcript_10773	711.02	2.09	0	331.54	0	115.09	140.49	105.63	94.04	0	0	100.95	12.29	3.22	0
transcript_10774	14.5	6.95	15.4	10.17	11.13	4.54	7.74	9.47	9.28	8.2	6.92	12.67	4.9	6.01	8.48
transcript_10775	198.84	180.67	140.28	81.75	292.42	211.39	191.4	142.59	142.88	98.76	184.35	164.7	129.13	120.49	199.22
transcript_10776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10777	0	0	0	2.73	0	0	0	0	0	3.14	0	0	0	0	0.58
transcript_10778	0.35	0	0	1.08	0	0.55	0	0	0	0	0	9.59	0	0	0
transcript_1078	4.09	5.13	5.62	1.84	3.92	1.64	3.06	1.66	1.6	2.39	2.7	2.37	10.2	5.67	8.1
transcript_10780	456.92	4.51	2.3	203.41	3.53	68.46	99.88	81.7	63.94	79.97	34.65	80.74	3.25	2.13	2.25
transcript_10782	0	0	2.09	0	0.67	0.8	0.12	2.51	1.09	0	4.48	1.2	0.78	0.56	2.04
transcript_10783	104.76	116.02	75.36	81.85	0	54.41	0	0	0	0	44.32	0	0	35.42	48.16
transcript_10784	2.93	3.97	3.73	0	4.56	1.97	1.5	4.63	4.45	0.55	2.45	2.33	2.48	2.02	1.61
transcript_10785	1871.3	2098.36	2087.26	1841.19	2204.82	2277.6	2038.54	1910.06	2045.75	1717.67	2149.33	2131.61	2172.89	1943.96	2133.1
transcript_10786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10787	16.2	36.31	20.87	184.09	30.89	51.33	25.6	82.13	51.35	22.45	30.1	35.72	14.45	18.51	64.11
transcript_10788	0	0.44	1.96	2.42	0.52	0.29	0.91	1.56	0.35	0.19	0.73	0.59	0.9	0.74	2.06
transcript_10789	32.67	34.09	8.47	9.45	0	62.62	0	0	0	0	0	0	30.03	17.28	0
transcript_1079	18.22	24.02	25.57	18.33	26.86	22.56	18.72	21.54	18.84	14.36	22.84	17.79	25.53	19.29	16.27
transcript_10790	0	0	0	0.94	1.25	1.68	0	1.09	3.8	0	0.99	1.98	0	0	5.45
transcript_10791	0	0	0	0	0	0.63	0	0	0	2.39	0	0	1.26	0	0
transcript_10792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10793	0	0	0	0	0	0	112.23	0	38.21	0	0	0	0	14.25	64.36
transcript_10794	1.64	12.1	0	0	0	10.27	1.81	10.26	14.22	3.61	2.69	0	1.59	9.81	0
transcript_10795	52.27	93.27	0	121.07	0	0	0	0	103.87	0.14	0	0	0	0	0
transcript_10796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10797	0	0	0	0	0.26	0	0	0	0	0	0	0	5.54	4.87	0
transcript_10798	3888.24	4208.39	4080.8	3689.36	4818.14	5016.39	4626.27	4027.92	4033.57	3330.69	4621.69	4128.88	4756.62	3791.97	4248.46
transcript_10799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_108	10.12	10.77	16.3	8.93	10.83	9.85	9.46	8.84	9.38	8.37	10	6.85	9.05	5.87	6.22
transcript_1080	31.06	29.47	26.96	15.27	16.04	14	10.35	16.98	19.66	25.43	12.42	8.45	9.43	8.17	16.13
transcript_10800	0	0	0	0	0.33	0	0	0.33	0	0	0	0	0	0	0
transcript_10801	79.06	11.88	25.8	124.3	29.78	27.91	8.65	27.45	281.21	345.73	4.02	27.04	101.29	19.86	0.33
transcript_10802	70.22	99.6	98.19	93	127.05	54.97	157.24	64.14	123.42	56.48	125.81	179.18	127.57	165.32	101.85
transcript_10803	5.42	0	3.76	0	0	0	1.9	0	0	0	0	0	9.2	0	4.61
transcript_10804	194.2	226.47	234.47	182.97	255.9	278.33	267.12	246.27	181.64	187.22	219.45	205.27	227.15	189.98	258.76
transcript_10805	480.22	695.97	338.68	273.32	581.83	336.58	609.49	584.31	685.5	247.5	580.74	363.03	521.26	534.18	283.19
transcript_10806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10807	16.58	0	0	9.95	0	1.79	0	0	20.95	0	0	29.43	15.45	29.38	0
transcript_10808	1.71	0.64	0.98	0.35	0.64	0.69	0.32	0	0	0.87	0.26	0.31	0	0.8	0
transcript_10809	25.14	22	31.2	16.63	25.07	21.56	22.59	25.12	24.26	27.13	25.57	26.2	29.32	33.35	33.17
transcript_1081	4.26	7.88	4.2	3.9	4.47	5.78	3.51	4.41	6.16	4.77	3.07	4.51	2.16	3.11	4.25
transcript_10810	3452.12	3928.3	3681.8	2994.48	4273.19	4127.47	4006.04	3397.26	3555.64	2536.04	3670.46	3956.4	3944.96	3528.37	3720.72
transcript_10811	64.02	34.42	2.34	2.59	50.95	45.04	0	56.32	45.34	2.08	0.97	0.37	0.44	0	0
transcript_10812	475.32	0	621.74	579.05	617.68	670.81	0	497.42	0	0	513.63	528.03	514.73	438.1	563.39
transcript_10813	481.37	556.73	0	451.57	478.82	291.14	450.42	292.87	412.96	323.14	501.97	410.54	663	508	796.55
transcript_10814	1618.5	1769.19	689.39	630.43	655.19	614.83	461.36	907.77	491.67	231.75	838.35	516.51	417.31	280.08	705.9
transcript_10815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10816	79.61	118.9	64.48	72.66	50.95	44.77	40.05	54.86	95.76	53.9	53.99	49.62	80.38	84.74	55.08
transcript_10817	5.99	5.77	9.98	0.45	5.34	1.56	1.99	2.75	7.11	0	8.21	5.79	6.55	12.45	5.06
transcript_10818	27.72	23.4	51.37	21.12	56.08	29.69	40.51	54.57	38.3	29.86	52.64	50.79	76.42	56.93	61.22
transcript_10819	242.1	156.71	183.42	177.63	214.41	139.9	193.67	124.55	347.35	138.71	200.68	354.48	190.85	290.59	294.88
transcript_1082	16.98	12.85	11.67	4.66	4.99	7.03	7.24	5.25	15.57	28.57	35.5	11.01	18.68	24.06	25.79
transcript_10820	0.34	3.21	2.94	5.92	3.83	0.69	5.68	3.56	6.41	0.29	1.59	7.05	9.39	1.33	3.64
transcript_10821	1093.19	0	1123.5	0	0	1422.51	1564.2	0	0	1202.28	0	0	0	0	1939.04
transcript_10822	25.31	30.96	1899.15	20.95	29.74	21.02	18.55	16.75	22.88	34.56	21.82	22.73	31.83	40.78	22.58
transcript_10823	33.49	20.24	5.55	20.88	113.56	6.73	6.23	7.88	14.24	9.81	19.44	9.66	9.21	13.45	5.82
transcript_10824	41.55	77.58	58.88	57.33	27.32	48.67	15.05	25.24	97.85	98	26.51	45.85	42.3	23.51	48.42
transcript_10825	0	0	0	0	0	0	4.39	0	0	0.39	5.69	0	0	0	0
transcript_10826	15.88	11.18	4.39	28.44	22.75	36.23	37.99	33.79	55.85	156.42	118.8	38.4	89.9	143.39	145.22
transcript_10827	0	0	0	0	0	0	0	3.25	0	0	3.79	0	48.56	0	0
transcript_10828	0	9.3	0	0	0	6.73	0	33.06	0	21.08	66.65	53.9	0	79.7	20.8
transcript_10829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_1083	42.23	41.66	52.7	44.44	67.47	47.86	51.6	50.1	53.24	46.25	55.17	42.86	37.6	26.33	39.58
transcript_10830	14.23	9.12	6.64	4.6	11.35	7.69	8.98	3.95	8.02	8.56	14.38	3.12	1.97	1.08	3.41
transcript_10831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10832	0	0	0	0	0	0	0	0.73	0	0	0	0	0	0	0
transcript_10833	0.52	11.65	2.14	11.63	0	0	16.92	0	55.09	49.79	48.53	21.04	30.61	33.18	34.63
transcript_10834	2.82	5.85	17.4	9.45	8.02	17.42	3.07	4.2	5.89	14.8	8.07	3.17	16.03	13.81	19.71
transcript_10835	36.15	43.37	126.28	31.16	127.58	21.07	256.87	19.05	130.39	33.45	10.2	23.03	104.64	26.74	19.07
transcript_10836	0	0	869.35	0	0	0	0	224.53	0	0	0	0	490.89	577.31	0
transcript_10837	0	0.66	0	0.38	0	0	0	0	0	1.55	0.27	0	0.69	2.55	3.92
transcript_10838	3.21	2.75	1.26	0	0.16	1.43	0.6	0	1.01	1.75	1.56	1.22	0	1.36	1.04
transcript_10839	7.24	26.44	12.07	0	10.01	25.66	14.93	8.06	19.01	14.45	9.92	27.36	0	8.66	8.06
transcript_1084	7.28	5.67	8.66	7	6.41	6.17	5	5.51	4.78	5.82	5.22	4.91	3.27	3.49	3.68
transcript_10840	2547.68	2953.4	2927.37	2390.14	3233.43	3438.05	2966.5	2605.58	2829.93	2240.19	3021.48	2820.51	3237.57	2837.17	2888.55
transcript_10841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10842	0	11.49	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
transcript_10844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
